code,iso,,country,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
834,TZA,Keep,Tanzania,-0.008520168,-0.01289021,-0.017383479,-0.01933788,-0.01838776,-0.021013303,-0.018757868,-0.02429829,-0.030133432,-0.031312431,-0.031769675,-0.03347718,-0.035343416,-0.032880634,-0.027186868,-0.025116726,-0.021169903,-0.023268287,-0.027814038,-0.031912571,-0.036106347
764,THA,Keep,Thailand,0.000142487,0.001893951,0.004073564,0.003196739,0.00117078,-0.002791983,-0.007436431,-0.013049504,-0.015151219,-0.016701394,-0.013547819,-0.012166879,-0.009758716,-0.00870922,-0.006653725,-0.006123598,-0.007604294,-0.011488014,-0.017031225,-0.024107497,-0.026594929
626,TLS,Keep,Timor-Leste,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.160279056,0.143870477,0.11231394,0.072309824,0.02568523,-0.003834496,-0.016971488,-0.026242013,-0.016907629,-0.008444477,0.000803562
768,TGO,Keep,Togo,-0.001066734,-0.002240806,-0.007386808,-0.008621184,0.003937452,0.007591494,0.018705097,0.019541622,0.008785071,0.008493527,0.019081798,0.021090642,0.0165868,0.006693334,-0.002683827,-0.01615626,-0.01408477,-0.01807678,-0.02410419,-0.028269508,-0.022910376
776,TON,Keep,Tonga,-0.025616462,-0.024685543,-0.023079925,-0.023615052,-0.017412713,-0.009933336,-0.004879217,-0.002225528,0.001722535,0.000971711,0.010241735,0.011079392,0.0003316,-0.007911807,-0.011370142,-0.015256903,-0.015996422,-0.013863597,-0.010255693,-0.006329288,0.014477611
780,TTO,Keep,Trinidad and Tobago,-0.001343039,0.006011186,0.014577838,0.020954837,0.022000176,0.02010865,0.016027058,0.01688118,0.011586057,0.009266355,0.006573998,0.005040057,0.004725195,0.002398369,-0.001344708,-0.0054934,-0.008101956,-0.011589502,-0.011430668,-0.015807185,-0.013269106
788,TUN,Keep,Tunisia,-0.01801846,-0.019862136,-0.015256727,-0.01480616,-0.012192479,-0.012853252,-0.014095421,-0.014882755,-0.018097199,-0.018430441,-0.019857753,-0.017281686,-0.01497764,-0.012118989,-0.01133498,-0.010843481,-0.009046802,-0.008952831,-0.010958184,-0.019144832,-0.023974633
792,TUR,Keep,Turkey,-0.006493127,-0.003189196,-0.000457134,-0.000413338,-0.003815033,-0.009246289,-0.015831969,-0.018606336,-0.019919096,-0.020564915,-0.014522559,-0.008493755,-0.004093531,-0.000473797,-0.000360023,-0.00341767,-0.011293129,-0.015320566,-0.016831837,-0.019401206,-0.018433146
795,TKM,Keep,Turkmenistan,0.010937883,0.014151968,0.01819111,0.021012906,0.023954414,0.030021371,0.032570506,0.024194608,0.00931423,-0.010363281,-0.038250595,-0.057260548,-0.072142571,-0.079296505,-0.077016211,-0.072598551,-0.067598673,-0.062793123,-0.056520252,-0.047745516,-0.048233385
798,TUV,Keep,Tuvalu,-0.026909893,-0.027883021,-0.025876176,-0.014961376,-0.004200884,0.001713708,0.012338716,0.01432168,0.020605321,0.012939284,0.008420043,-0.005906817,-0.023848852,-0.019153204,-0.014403045,-0.008103104,-0.002322537,-0.009561133,-0.009120079,-0.011262619,-0.003000301
800,UGA,Keep,Uganda,-0.043630081,-0.042109265,-0.03960175,-0.036413013,-0.031826308,-0.029423407,-0.026656839,-0.032375393,-0.033855143,-0.025156251,-0.022519979,-0.017441833,-0.016472252,-0.016081318,-0.014281783,-0.015104292,-0.013345933,-0.018372126,-0.021558768,-0.019142828,-0.020408316
804,UKR,Keep,Ukraine,0.036926806,0.019821347,-0.002901281,-0.020728867,-0.036261792,-0.052288404,-0.057614407,-0.06181498,-0.069277081,-0.073194702,-0.069350625,-0.058359209,-0.051516323,-0.041599492,-0.030632684,-0.028209052,-0.024674735,-0.025008981,-0.03231068,-0.038879734,-0.046114179
784,ARE,Keep,United Arab Emirates,-0.00497688,-0.005115452,-0.006018671,-0.016569648,-0.01259946,-0.009775346,-0.009870829,-0.011174919,-0.015095305,-0.010822193,-0.003784255,0.010532395,0.020983158,0.029251351,0.038635366,0.038432078,0.036833394,0.025638522,0.004407658,-0.012311881,-0.021720938
826,GBR,Keep,United Kingdom,-0.036751276,-0.041585927,-0.042064683,-0.042328576,-0.042086016,-0.041267824,-0.0395295,-0.035819824,-0.035182105,-0.033410575,-0.033683246,-0.031744699,-0.03308016,-0.032316333,-0.031561529,-0.034019208,-0.036925979,-0.041011143,-0.04536189,-0.047020943,-0.049190993
840,USA,Keep,United States of America,-0.020673281,-0.022664196,-0.024046747,-0.024454088,-0.024025892,-0.023656153,-0.023351441,-0.023494366,-0.022122764,-0.021556831,-0.022171507,-0.020989652,-0.021051437,-0.022193147,-0.022130625,-0.021603603,-0.022651823,-0.025440267,-0.026830617,-0.026561134,-0.027683251
858,URY,Keep,Uruguay,-0.02758448,-0.029681931,-0.025771507,-0.015592125,-0.004449178,0.002686754,0.007787359,0.013855059,0.009009292,0.003059019,-0.003184067,-0.019566489,-0.032529196,-0.038009596,-0.042017143,-0.041724007,-0.040346696,-0.034451629,-0.032254978,-0.021817459,-0.010792157
860,UZB,Keep,Uzbekistan,0.011620245,0.006436503,8.50208676568265e-05,-0.004711966,-0.009238224,-0.015120195,-0.024075385,-0.030995591,-0.042058018,-0.048180479,-0.061760888,-0.073427137,-0.077679932,-0.075020932,-0.074161524,-0.074375763,-0.074934448,-0.071204048,-0.067588317,-0.05891356,-0.057483508
548,VUT,Keep,Vanuatu,-0.007184231,-0.013389185,-0.01803457,-0.017675296,-0.013116489,-0.015617662,-0.017612057,-0.020832004,-0.013713961,-0.009324407,-0.005297215,-0.005475106,-0.004864978,-0.00207869,0.00099182,0.003107557,0.001759897,-0.006878546,-0.007231716,-0.009371671,-0.009946964
862,VEN,Keep,Venezuela,0.024492896,0.034580577,0.038057256,0.039621946,0.046134737,0.033036467,0.016945684,-0.00612366,-0.035698017,-0.050028176,-0.052501489,-0.05524355,-0.058332042,-0.044298219,-0.022095243,-0.011405752,-0.00174808,0.01183412,0.018824361,0.030298146,0.060564179
704,VNM,Keep,Viet Nam,-0.020848602,-0.018067015,-0.015157567,-0.012856835,-0.011353311,-0.007613662,-0.006699628,-0.008224202,-0.010809901,-0.012644566,-0.012312432,-0.012156073,-0.013295153,-0.016837039,-0.019329584,-0.017323779,-0.013751048,-0.014685563,-0.018679046,-0.018826513,-0.013653891
887,YEM,Keep,Yemen,-0.013777153,-0.00248605,0.004010226,0.005627096,0.008568807,0.012897074,0.016674964,0.022836262,0.025136996,0.019767104,0.019108328,0.015619477,0.013584137,0.003324431,0.004396716,0.001392687,-0.007769836,-0.011961148,-0.012326466,-0.005382439,0.004900668
894,ZMB,Keep,Zambia,-0.018969479,-0.026424327,-0.031994464,-0.031038308,-0.030587426,-0.026224751,-0.022566774,-0.031392438,-0.039883157,-0.042769467,-0.052043626,-0.060418659,-0.068435691,-0.066682666,-0.059501189,-0.051965559,-0.040366587,-0.03387581,-0.027813762,-0.022863123,-0.020899267
716,ZWE,Keep,Zimbabwe,-0.026961617,-0.0252617,-0.028781932,-0.019488279,-0.006693461,0.006746628,0.021432634,0.03217027,0.03834649,0.046224714,0.044568876,0.0347267,0.016816517,-0.014298515,-0.029847434,-0.044681616,-0.048475197,-0.053379707,-0.053834828,-0.042328685,-0.029935979
